"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-19",,,,"17.0","26.1","11.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-20",,,,"19.7","25.6","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-21",,,,"11.8","16.7","8.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-22",,,,"13.2","18.9","5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-23",,,,"17.2","22.8","10.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-24",,,,"13.3","16.1","8.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-25",,,,"14.8","21.1","6.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-26",,,,"19.6","26.7","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-27",,,,"14.2","19.4","7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-28",,,,"8.9","11.1","7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-29",,,,"12.1","18.3","7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-30",,,,"17.7","25.0","8.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-05-31",,,,"14.5","20.0","8.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-01",,,,"14.7","22.2","7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-02",,,,"17.3","20.6","11.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-03",,,,"11.1","18.9","7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-04",,,,"12.3","19.4","5.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-05",,,,"14.8","21.7","10.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-06",,,,"18.5","25.0","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-07",,,,"19.3","27.8","8.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-08",,,,"17.1","25.0","8.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-09",,,,"21.0","30.6","8.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-10",,,,"22.5","30.0","14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-11",,,,"16.8","22.2","9.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-12",,,,"18.1","25.6","7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-13",,,,"15.7","18.9","11.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-14",,,,"15.7","21.7","11.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-15",,,,"18.3","27.2","11.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-16",,,,"17.9","23.9","11.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-17",,,,"17.6","25.6","8.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-18",,,,"20.4","27.8","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-19",,,,"22.0","28.9","16.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-20",,,,"19.2","21.1","16.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-21",,,,"18.8","24.4","14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-22",,,,"19.2","26.7","11.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-23",,,,"20.6","28.9","10.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-24",,,,"19.9","28.3","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-25",,,,"19.4","26.1","14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-26",,,,"21.7","30.6","16.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-27",,,,"23.6","31.7","16.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-28",,,,"24.6","32.2","16.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-29",,,,"22.0","28.9","16.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-06-30",,,,"18.7","23.3","15.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-01",,,,"22.1","29.4","13.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-02",,,,"23.8","30.6","18.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-03",,,,"24.6","32.2","17.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-04",,,,"25.3","33.3","17.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-05",,,,"26.8","32.2","19.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-06",,,,"25.2","32.8","17.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-07",,,,"19.3","26.1","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-08",,,,"20.4","30.0","11.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-09",,,,"22.5","31.1","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-10",,,,"24.4","32.2","16.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-11",,,,"24.1","29.4","18.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-12",,,,"21.7","27.8","17.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-13",,,,"23.3","30.6","16.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-14",,,,"21.8","26.1","17.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-15",,,,"21.1","28.3","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-16",,,,"22.7","28.3","15.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-17",,,,"23.6","27.2","18.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-18",,,,"23.2","30.0","15.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-19",,,,"26.7","32.8","21.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-20",,,,"28.4","35.0","21.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-21",,,,"25.7","30.0","19.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-22",,,,"18.9","21.1","17.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-23",,,,"21.2","28.9","16.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-24",,,,"20.3","27.2","12.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-25",,,,"21.6","28.9","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-26",,,,"23.7","32.2","15.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-27",,,,"24.8","33.3","16.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-28",,,,"24.2","30.0","20.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-29",,,,"26.1","33.9","18.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-30",,,,"26.0","33.3","21.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-07-31",,,,"23.3","29.4","18.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-01",,,,"21.2","28.9","14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-02",,,,"21.2","30.0","11.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-03",,,,"22.9","31.7","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-04",,,,"19.7","26.1","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-05",,,,"19.9","28.9","10.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-06",,,,"22.4","31.7","14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-07",,,,"23.5","29.4","20.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-08",,,,"23.7","30.6","20.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-09",,,,"21.2","28.3","15.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-10",,,,"16.6","22.2","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-11",,,,"19.0","26.1","10.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-12",,,,"22.7","28.9","15.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-13",,,,"22.1","28.3","15.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-14",,,,"18.8","26.1","12.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-15",,,,"19.6","26.7","11.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-16",,,,"21.8","26.7","17.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-17",,,,"22.9","29.4","17.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-18",,,,"23.0","29.4","16.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-19",,,,"23.9","30.6","17.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-20",,,,"22.0","29.4","14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-21",,,,"20.0","24.4","16.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-22",,,,"21.6","28.3","14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-23",,,,"17.8","24.4","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-24",,,,"15.3","21.1","9.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-25",,,,"17.9","25.6","10.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-26",,,,"18.3","26.7","10.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-27",,,,"19.6","26.1","11.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-28",,,,"21.3","26.7","17.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-29",,,,"19.5","25.6","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-30",,,,"19.7","28.3","12.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-08-31",,,,"17.3","23.9","11.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-01",,,,"17.9","25.6","10.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-02",,,,"16.9","20.0","14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-03",,,,"17.2","22.8","12.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-04",,,,"19.7","25.6","15.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-05",,,,"15.7","22.8","10.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-06",,,,"16.9","24.4","10.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-07",,,,"15.7","22.8","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-08",,,,"15.1","19.4","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-09",,,,"13.4","20.0","8.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-10",,,,"17.1","23.9","7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-11",,,,"21.4","27.2","15.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-12",,,,"14.3","19.4","7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-13",,,,"14.7","22.2","4.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-14",,,,"17.3","21.7","15.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-15",,,,"16.4","22.2","11.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-16",,,,"13.8","20.6","8.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-17",,,,"12.4","19.4","6.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-18",,,,"11.9","20.6","6.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-19",,,,"12.6","22.2","3.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-20",,,,"15.8","25.0","7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-21",,,,"18.9","27.2","11.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-22",,,,"21.6","27.8","12.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-23",,,,"21.9","24.4","16.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-24",,,,"14.6","17.2","12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-25",,,,"16.0","20.6","11.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-26",,,,"16.0","19.4","9.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-27",,,,"15.2","21.1","7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-28",,,,"18.6","22.8","16.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-29",,,,"11.4","15.6","5.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-09-30",,,,"11.5","16.7","3.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-01",,,,"17.2","20.0","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-02",,,,"11.4","19.4","3.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-03",,,,"7.2","11.1","1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-04",,,,"7.1","9.4","1.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-05",,,,"6.1","12.8","-0.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-06",,,,"12.7","17.2","3.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-07",,,,"14.1","17.2","11.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-08",,,,"11.1","17.2","5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-09",,,,"8.9","15.6","2.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-10",,,,"10.6","17.8","5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-11",,,,"10.4","18.3","2.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-12",,,,"14.0","20.0","7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-13",,,,"11.6","17.2","5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-14",,,,"10.8","19.4","4.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-15",,,,"7.8","15.0","1.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-16",,,,"10.3","16.7","3.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-17",,,,"7.1","8.9","5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-18",,,,"7.8","8.9","6.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-19",,,,"6.3","11.7","1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-20",,,,"6.9","12.8","0.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-21",,,,"8.4","16.1","2.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-22",,,,"12.6","16.1","4.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-23",,,,"12.5","16.7","10.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-24",,,,"11.3","16.1","7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-25",,,,"8.1","11.1","6.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-26",,,,"6.8","12.8","3.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-27",,,,"7.2","9.4","2.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-28",,,,"11.9","16.1","8.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-29",,,,"13.1","15.6","10.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-30",,,,"15.2","18.3","12.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-10-31",,,,"16.9","20.6","13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-01",,,,"7.3","16.7","1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-02",,,,"2.9","7.8","-1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-03",,,,"4.6","8.3","1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-04",,,,"5.5","9.4","-1.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-05",,,,"9.2","11.7","5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-06",,,,"4.4","7.2","0.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-07",,,,"1.7","5.0","-1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-08",,,,"-2.4","-1.1","-4.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-09",,,,"-1.4","2.8","-7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-10",,,,"3.3","5.6","1.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-11",,,,"-2.8","0.0","-5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-12",,,,"-6.6","-3.9","-10.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-13",,,,"-10.1","-4.4","-12.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-14",,,,"-3.9","0.6","-10.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-15",,,,"0.9","3.9","-5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-16",,,,"-8.1","-3.3","-13.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-17",,,,"-5.7","2.8","-14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-18",,,,"-1.4","5.0","-7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-19",,,,"-0.5","1.1","-1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-20",,,,"0.2","1.7","-0.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-21",,,,"0.7","5.6","-4.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-22",,,,"3.2","6.7","-1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-23",,,,"-0.3","4.4","-6.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-24",,,,"2.3","5.0","0.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-25",,,,"3.5","9.4","-0.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-26",,,,"6.7","11.7","1.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-27",,,,"3.4","7.8","-0.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-28",,,,"-0.2","5.6","-2.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-29",,,,"-2.9","-1.7","-5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-11-30",,,,"-6.9","-5.0","-8.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-01",,,,"-7.1","-2.8","-12.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-02",,,,"-3.1","-1.7","-5.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-03",,,,"-4.4","0.0","-7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-04",,,,"-1.7","1.7","-7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-05",,,,"-0.8","2.2","-3.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-06",,,,"-3.3","-1.1","-5.0",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-07",,,,"-6.3","-2.8","-12.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-08",,,,"-5.3","1.7","-14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-09",,,,"5.3","8.9","2.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-10",,,,"6.3","10.0","-2.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-11",,,,"-4.2","-1.1","-7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-12",,,,"-4.6","-2.8","-7.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-13",,,,"1.3","4.4","-2.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-14",,,,"5.0","7.8","2.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-15",,,,"0.7","4.4","-6.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-16",,,,"-6.2","-2.8","-8.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-17",,,,"-4.8","-2.8","-7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-18",,,,"-5.3","-0.6","-14.4",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-19",,,,"-15.5","-10.6","-18.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-20",,,,"-13.8","-9.4","-18.3",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-21",,,,"-10.4","-4.4","-17.2",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-22",,,,"-1.7","3.9","-5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-23",,,,"2.0","10.6","-6.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-24",,,,"-2.1","1.7","-6.7",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-25",,,,"-2.6","2.8","-6.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-26",,,,"-3.1","4.4","-7.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-27",,,,"4.9","6.7","2.8",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-28",,,,"2.1","5.6","-3.9",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-29",,,,"-1.3","2.8","-5.6",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-30",,,,"-0.1","1.1","-1.1",
"USR0000VESS","ESSEX JUNCTION VERMONT, VT US","2019-12-31",,,,"0.7","2.8","0.0",
"USC00434290","JOHNSON 2 N, VT US","2017-07-01","7.1","0.0","0.0",,"23.3","15.0","17.8"
"USC00434290","JOHNSON 2 N, VT US","2017-07-02","4.8","0.0","0.0",,"20.0","17.2","18.3"
"USC00434290","JOHNSON 2 N, VT US","2017-07-03","0.5","0.0","0.0",,"23.9","14.4","15.6"
"USC00434290","JOHNSON 2 N, VT US","2017-07-04","0.0","0.0","0.0",,"22.8","11.1","13.9"
"USC00434290","JOHNSON 2 N, VT US","2017-07-05","0.0","0.0","0.0",,"22.8","9.4","11.1"
"USC00434290","JOHNSON 2 N, VT US","2017-07-06","0.0","0.0","0.0",,"25.6","11.1","18.3"
"USC00434290","JOHNSON 2 N, VT US","2017-07-07","0.0","0.0","0.0",,"25.0","15.6","20.0"
"USC00434290","JOHNSON 2 N, VT US","2017-07-08","0.8","0.0","0.0",,"25.6","16.1","16.7"
"USC00434290","JOHNSON 2 N, VT US","2017-07-09","16.8","0.0","0.0",,"21.1","12.2","13.3"
"USC00434290","JOHNSON 2 N, VT US","2017-07-10","2.8","0.0","0.0",,"22.2","13.3","15.0"
"USC00434290","JOHNSON 2 N, VT US","2017-07-11","1.8","0.0","0.0",,"22.8","15.0","16.1"
"USC00434290","JOHNSON 2 N, VT US","2017-07-12","11.4","0.0","0.0",,"25.6","16.1","17.8"
"USC00434290","JOHNSON 2 N, VT US","2017-07-13","1.0","0.0","0.0",,"22.8","11.7","11.7"
"USC00434290","JOHNSON 2 N, VT US","2017-07-14","2.8","0.0","0.0",,"16.1","11.7","13.9"
"USC00434290","JOHNSON 2 N, VT US","2017-07-15","9.7","0.0","0.0",,"15.6","13.9","15.6"
"USC00434290","JOHNSON 2 N, VT US","2017-07-16","0.5","0.0","0.0",,"22.8","13.3","15.0"
"USC00434290","JOHNSON 2 N, VT US","2017-07-17","0.0","0.0","0.0",,"25.0","14.4","16.1"
"USC00434290","JOHNSON 2 N, VT US","2017-07-18","26.7","0.0","0.0",,"22.2","15.6","16.1"
"USC00434290","JOHNSON 2 N, VT US","2017-07-19","0.0","0.0","0.0",,"26.1","15.0","15.6"
"USC00434290","JOHNSON 2 N, VT US","2017-07-20","0.0","0.0","0.0",,"26.1","15.6","17.2"
"USC00434290","JOHNSON 2 N, VT US","2017-07-21","0.0","0.0","0.0",,"26.7","12.2","12.8"
"USC00434290","JOHNSON 2 N, VT US","2017-07-22","0.0","0.0","0.0",,"25.6","12.8","15.6"
"USC00434290","JOHNSON 2 N, VT US","2017-07-23","0.0","0.0","0.0",,"24.4","10.6","12.8"
"USC00434290","JOHNSON 2 N, VT US","2017-07-24","0.0","0.0","0.0",,"22.8","12.8","15.0"
"USC00434290","JOHNSON 2 N, VT US","2017-07-25","19.1","0.0","0.0",,"15.0","10.0","11.1"
"USC00434290","JOHNSON 2 N, VT US","2017-07-26","0.0","0.0","0.0",,"18.3","10.6","11.1"
"USC00434290","JOHNSON 2 N, VT US","2017-07-27","0.8","0.0","0.0",,"23.3","11.1","15.0"
"USC00434290","JOHNSON 2 N, VT US","2017-07-28","9.1","0.0","0.0",,"22.2","12.2","13.3"
